arctan|1.2|0.8760580505981934230812715706
arctan|1.4000000001|0.9505468408458585045810797128
arctan|1.4|0.9505468408120747207988955106
arctan|1.6000000001|1.012197011479036001454111931
arctan|1.6|1.012197011450946113816052218
arctan|1.8000000001|1.063697822366450077576546127
arctan|1.8|1.063697822342865172047077221
arctan|2.0000000001|1.107148715106041984112381830
arctan|2.0|1.107148715086041988629729423
arctan|2.2000000001|1.144168781825547147341680231
arctan|2.2|1.144168781808423927296279450
arctan|2.4000000001|1.176004674982914617854431992
arctan|2.4|1.176004674968122270625486803
arctan|2.6000000001|1.203619050438063641344065109
arctan|2.6|1.203619050425179930819152149
arctan|2.8000000001|1.227756654381064608347565115
arctan|2.8|1.227756654369763205567458769
arctan|3.0000000001|1.248990699065346836094440621
arctan|3.0|1.248990699055378250649857569
arctan|3.2000000001|1.267754796495733662745226187
arctan|3.2|1.267754796486911845796141185
arctan|3.4000000001|1.284366613883642256265984032
arctan|3.4|1.284366613875833906887443013
arctan|3.6000000001|1.299048332290562161962136116
arctan|3.6|1.299048332283676738133438302
arctan|3.8000000001|1.311946609976619719498049781
arctan|3.8|1.311946609970599442279167065
arctan|4.0000000001|1.323152417897587227132117494
arctan|4.0|1.323152417892397334190771647
arctan|4.2000000001|1.332719743292431505239172065
arctan|4.2|1.332719743288051408117860569
arctan|4.4000000001|1.340681857714121787272382092
arctan|4.4|1.340681857710537724251395151
arctan|4.6000000001|1.347064231582970429465833716
arctan|4.6|1.347064231580169922698468482
arctan|4.8000000001|1.351893790023766255450855771
arctan|4.8|1.351893790021734377068966929
arctan|5.0000000001|1.355204739211122405718050165
arctan|5.0|1.355204739209839636749538627
arctan|5.2000000001|1.357041526014498289191519465
arctan|5.2|1.357041526013939641808429852
arctan|5.4000000001|1.357459626524324391227690797
arctan|5.4|1.357459626524459440457195857
arctan|5.6000000001|1.356524845541429426086558966
arctan|5.6|1.356524845542222929573968540
arctan|5.8000000001|1.354311712482241260967363092
arctan|5.8|1.354311712483654105307667975
arctan|6.0000000001|1.350901429935186009013937831
arctan|6.0|1.350901429937176287762946908
arctan|6.2000000001|1.346379701954731814957808946
arctan|6.2|1.346379701957255904600605852
arctan|6.4000000001|1.340834657255915418723648866
arctan|6.4|1.340834657258928969142829952
arctan|6.6000000001|1.334354994131970365967350830
arctan|6.6|1.334354994135429160058442983
arctan|6.8000000001|1.327028409131941447575168536
arctan|6.8|1.327028409135802111617801112
arctan|7.0000000001|1.318940327140993746713827064
arctan|7.0|1.318940327145214310902375675
arctan|7.2000000001|1.310172922266884525508642784
arctan|7.2|1.310172922271424844841983243
arctan|7.4000000001|1.300804402678651809301901809
arctan|7.4|1.300804402683473860793360252
arctan|7.6000000001|1.290908524682281053933767452
arctan|7.6|1.290908524687349128438221879
arctan|7.8000000001|1.280554299016477242173103206
arctan|7.8|1.280554299021758049269160305
arctan|8.0000000001|1.269805853495578897229498058
arctan|8.0|1.269805853501041600433699683
arctan|8.2000000001|1.258722419215766321206497410
arctan|8.2|1.258722419221382518952079229
arctan|8.4000000001|1.247358411558047187279877706
arctan|8.4|1.247358411563790852973536037
arctan|8.6000000001|1.235763581510745266321288104
arctan|8.6|1.235763581516592658653774329
arctan|8.8000000001|1.223983216996879915730040996
arctan|8.8|1.223983217002809468409315254
arctan|9.0000000001|1.212058377706705574425044787
arctan|9.0|1.212058377712697772701233291
arctan|9.2000000001|1.200026150298850976919038087
arctan|9.2|1.200026150304888226708987927
arctan|9.4000000001|1.187919913715226126969221529
arctan|9.4|1.187919913721292621066789963
arctan|9.6000000001|1.175769606769729785815079804
arctan|9.6|1.175769606775811370576747671
arctan|9.8000000001|1.163601992157590455473530807
arctan|9.8|1.163601992163674500474446381
arctan|10.0000000001|1.151440912640885312971796806
arctan|10.0|1.151440912646960585408670861
cos|-4.605420123508916891993014713i|50.01749718835905124827207385
sin|-4.605420123508916891993014713i|-50.00749968734560986620512375i
cis|-4.605420123508916891993014713i|100.0249968757046611144771976
