ln|10005|9.210840247017833783986029426
cos|-4.605420123508916891993014713i|50.01749718835905124827207385
sin|-4.605420123508916891993014713i|-50.00749968734560986620512375i
cis|-4.605420123508916891993014713i|100.0249968757046611144771976
arctan|-9.9999999999|-1.151440912653035857845551895
arctan|-10.0|-1.151440912646960585408670861
arctan|-9.7999999999|-1.163601992169758545475363643
arctan|-9.8|-1.163601992163674500474446381
arctan|-9.5999999999|-1.175769606781892955338411262
arctan|-9.6|-1.175769606775811370576747671
arctan|-9.3999999999|-1.187919913727359115164347445
arctan|-9.4|-1.187919913721292621066789963
arctan|-9.1999999999|-1.200026150310925476498919338
arctan|-9.2|-1.200026150304888226708987927
arctan|-8.9999999999|-1.212058377718689970977395024
arctan|-9.0|-1.212058377712697772701233291
arctan|-8.7999999999|-1.223983217008739021088553472
arctan|-8.8|-1.223983217002809468409315254
arctan|-8.5999999999|-1.235763581522440050986214261
arctan|-8.6|-1.235763581516592658653774329
arctan|-8.3999999999|-1.247358411569534518667136749
arctan|-8.4|-1.247358411563790852973536037
arctan|-8.1999999999|-1.258722419226998716697590997
arctan|-8.2|-1.258722419221382518952079229
arctan|-7.9999999999|-1.269805853506504303637817663
arctan|-8.0|-1.269805853501041600433699683
arctan|-7.7999999999|-1.280554299027038856365118956
arctan|-7.8|-1.280554299021758049269160305
arctan|-7.5999999999|-1.290908524692417202942561826
arctan|-7.6|-1.290908524687349128438221879
arctan|-7.3999999999|-1.300804402688295912284686955
arctan|-7.4|-1.300804402683473860793360252
arctan|-7.1999999999|-1.310172922275965164175173516
arctan|-7.2|-1.310172922271424844841983243
arctan|-6.9999999999|-1.318940327149434875090754537
arctan|-7.0|-1.318940327145214310902375675
arctan|-6.7999999999|-1.327028409139662775660243382
arctan|-6.8|-1.327028409135802111617801112
arctan|-6.5999999999|-1.334354994138887954149323458
arctan|-6.6|-1.334354994135429160058442983
arctan|-6.3999999999|-1.340834657261942519561777415
arctan|-6.4|-1.340834657258928969142829952
arctan|-6.1999999999|-1.346379701959779994243146911
arctan|-6.2|-1.346379701957255904600605852
arctan|-5.9999999999|-1.350901429939166566511678077
arctan|-6.0|-1.350901429937176287762946908
arctan|-5.7999999999|-1.354311712485066949647673471
arctan|-5.8|-1.354311712483654105307667975
arctan|-5.5999999999|-1.356524845543016433061058378
arctan|-5.6|-1.356524845542222929573968540
arctan|-5.3999999999|-1.357459626524594489686362518
arctan|-5.4|-1.357459626524459440457195857
arctan|-5.1999999999|-1.357041526013380994424985342
arctan|-5.2|-1.357041526013939641808429852
arctan|-4.9999999999|-1.355204739208556867780658317
arctan|-5.0|-1.355204739209839636749538627
arctan|-4.7999999999|-1.351893790019702498686698215
arctan|-4.8|-1.351893790021734377068966929
arctan|-4.5999999999|-1.347064231577369415930714891
arctan|-4.6|-1.347064231580169922698468482
arctan|-4.3999999999|-1.340681857706953661230013251
arctan|-4.4|-1.340681857710537724251395151
arctan|-4.1999999999|-1.332719743283671310996147927
arctan|-4.2|-1.332719743288051408117860569
arctan|-3.9999999999|-1.323152417887207441249016605
arctan|-4.0|-1.323152417892397334190771647
arctan|-3.7999999999|-1.311946609964579165059861992
arctan|-3.8|-1.311946609970599442279167065
arctan|-3.5999999999|-1.299048332276791314304295780
arctan|-3.6|-1.299048332283676738133438302
arctan|-3.3999999999|-1.284366613868025557508421052
arctan|-3.4|-1.284366613875833906887443013
arctan|-3.1999999999|-1.267754796478090028846520099
arctan|-3.2|-1.267754796486911845796141185
arctan|-2.9999999999|-1.248990699045409665204659448
arctan|-3.0|-1.248990699055378250649857569
arctan|-2.7999999999|-1.227756654358461802786629423
arctan|-2.8|-1.227756654369763205567458769
arctan|-2.5999999999|-1.203619050412296220293373529
arctan|-2.6|-1.203619050425179930819152149
arctan|-2.3999999999|-1.176004674953329923395490718
arctan|-2.4|-1.176004674968122270625486803
arctan|-2.1999999999|-1.144168781791300707249588476
arctan|-2.2|-1.144168781808423927296279450
arctan|-1.9999999999|-1.107148715066041993145477017
arctan|-2.0|-1.107148715086041988629729423
arctan|-1.7999999999|-1.063697822319280266515605817
arctan|-1.8|-1.063697822342865172047077221
arctan|-1.5999999999|-1.012197011422856226175467581
arctan|-1.6|-1.012197011450946113816052218
arctan|-1.3999999999|-0.9505468407782909370135155442
arctan|-1.4|-0.9505468408120747207988955106
arctan|-1.1999999999|-0.8760580505572098165218789345
arctan|-1.2|-0.8760580505981934230812715706
arctan|-0.9999999999|-0.7853981633474483096131608056
arctan|-1.0|-0.7853981633974483096156608053
arctan|-0.7999999999|-0.6747409421625770532974489928
arctan|-0.8|-0.6747409422235526630565209737
arctan|-0.5999999999|-0.5404195001970547436756285377
arctan|-0.6|-0.5404195002705841554435783644
arctan|-0.3999999999|-0.3805063770261579897488911270
arctan|-0.4|-0.3805063771123648863035879168
arctan|-0.1999999999|-0.1973955597537269122143544989
arctan|-0.2|-0.1973955598498807583700497654
arctan|1E-10|9.999999999999999999966666667E-11
arctan|0.0|0E-30
arctan|0.2000000001|0.1973955599460346045220468068
arctan|0.2|0.1973955598498807583700497654
arctan|0.4000000001|0.3805063771985717828523394032
arctan|0.4|0.3805063771123648863035879168
arctan|0.6000000001|0.5404195003441135672050403023
arctan|0.6|0.5404195002705841554435783644
arctan|0.8000000001|0.6747409422845282728096441146
arctan|0.8|0.6747409422235526630565209737
arctan|1.0000000001|0.7853981634474483096131608056
arctan|1.0|0.7853981633974483096156608053
arctan|1.2000000001|0.8760580506391770296366330326
